Gene,memory_vs_intermediate_log2FoldChange,memory_vs_intermediate_pvalue,memory_vs_intermediate_padj,memory_vs_effector_log2FoldChange,memory_vs_effector_pvalue,memory_vs_effector_padj,intermediate_vs_effector_log2FoldChange,intermediate_vs_effector_pvalue,intermediate_vs_effector_padj
Gucy1a3,-0.20521854457536637,0.7526718158011544,0.9487768467464266,2.5452310177086175,2.643002174888713e-4,0.001828263589394061,2.750449562283984,7.790213815694472e-5,6.143834283097705e-4
Chmp2a,-0.23233666323835284,0.13872464061237014,0.5237461521153022,-0.15377078710585865,0.29493811897099165,0.49017730421932154,0.07856587613249419,0.5923896557213809,0.7479757690731096
Gde1,-0.009633799488377639,0.9397548490761408,0.9881818047304407,0.3618255851097097,0.0025342230898635163,0.012234745588249734,0.3714593845980873,0.00197795676419773,0.009449233770710459
Parl,0.0415387822430405,0.8261866592414538,0.9644778363099842,-0.34836265390772203,0.048696803426499194,0.13257133113343864,-0.3899014361507625,0.027474300129832062,0.08105184996862817
Rbm34,-0.10139288250688629,0.32560700322448777,0.7532446305379782,-0.11217963061635469,0.2446216080153847,0.42930874637326766,-0.010786748109468414,0.9109308009260166,0.9510079676589339
Vhl,0.06475175576854708,0.6837244166757217,0.9296201875522027,-0.17853704604205778,0.22788642425141073,0.4089765778712085,-0.24328880181060486,0.10149280523435371,0.22224798842548918
Ndufb7,-0.3364613674045754,0.0992326787378552,0.44291104287013816,-0.2094231856324016,0.27271378709994815,0.46329795274821456,0.12703818177217382,0.5056987177569253,0.6812964686804124
Brk1,-0.23933387327756264,0.18664267024025363,0.6004124478693228,0.32613995687923863,0.05469745195075104,0.14517919246661565,0.5654738301568013,8.610735056842844e-4,0.004692429886025433
Mga,0.2823566341218255,0.17890552459728068,0.5884651905620891,-0.24460917450453473,0.21165497209061984,0.3891237024089836,-0.5269658086263602,0.007333289337927117,0.02784519532989575
Trim36,0.12255308267041598,0.7269226816142615,0.9421721401746554,-0.19773173033696728,0.5454267002653636,0.7223970401385564,-0.32028481300738326,0.3288887531327737,0.5151974569205341
Aspm,-0.4094432969228395,0.3101859919500509,0.7385446937962458,2.223238890915832,4.703512617827512e-9,1.0226715055946324e-7,2.6326821878386717,3.94559533641126e-12,1.416519527428334e-10
Ppp3r1,-0.1983801393255143,0.17934342803532646,0.5892897241099296,-0.5826417122080755,2.4586431124471523e-5,2.3026163095976571e-4,-0.38426157288256113,0.005388368117440363,0.02166948963518976
Tnks1bp1,-0.4440239815670821,0.053623556434564734,0.3305956536103115,-0.22443052741752353,0.2980115530754359,0.4934998599592855,0.2195934541495586,0.3060240347796289,0.4899817395970304
9430020K01Rik,-1.020321795139252,0.11847783532732616,0.48439856094231404,0.23175637962054066,0.7150400416178104,0.8422475584233431,1.2520781747597929,0.04216191364323635,0.11404507926456656
Zfp446,0.21487452885040162,0.42951857273381683,0.826375585576026,0.7749086326478752,0.002590800549282716,0.012444177651728991,0.5600341037974736,0.030423911860993694,0.08784812658516128
Zbtb41,-0.07771233104784399,0.7417610746359469,0.9457669577520784,-0.17846399024196433,0.41603981364862475,0.6127225073019943,-0.10075165919412032,0.6450018056891171,0.7860884719384624
Slc16a2,3.3588594432767627,0.1118361961228416,NA,4.20740713604398,0.03729490727349202,NA,0.8485476927672175,0.7029195645733628,NA
Cdkl4,-0.11302078422123342,0.8082136538842951,0.9621700835301955,-0.7095721802201774,0.0953769693180502,0.21959948632662848,-0.596551395998944,0.16072805179119773,0.3108538137257156
Rnf225,-0.3680756080589372,0.6365876165992334,0.9161219679054868,0.44069245821038916,0.5545482763064946,0.7302490753939684,0.8087680662693263,0.274269962875911,0.4545434850917705
Rfc3,-0.6966832770504521,3.708212699063939e-4,0.012713986034661588,0.9352708086736508,4.34194547803016e-7,6.283545653020061e-6,1.631954085724103,8.94476280220237e-19,6.992798209385312e-17
Zfp944,0.04619108648239492,0.7956315277675722,0.9603426563192058,-0.5011388265984953,0.0024222402380688246,0.011792623941641593,-0.5473299130808902,9.664273908819312e-4,0.005152431564517115
Gria2,-1.1634495936524991,0.35063292597580925,NA,-1.4489294752166948,0.21540572907459268,0.3936010652487387,-0.2854798815641955,0.7924647927929543,0.8827904625301748
