Gene,effector_vs_all_log2FoldChange,effector_vs_all_pvalue,effector_vs_all_padj,intermediate_vs_all_log2FoldChange,intermediate_vs_all_pvalue,intermediate_vs_all_padj,memory_vs_all_log2FoldChange,memory_vs_all_pvalue,memory_vs_all_padj
Sf3b2,-0.0601543724155599,0.55597938777260425,0.70559798196033,0.07678453943603168,0.48333428628090486,0.7289891290159661,-0.016630167020471785,0.8793245538239223,0.9565356430093602
Pold4,-0.06108489566456968,0.6447082900123269,0.7769767470249795,-0.04681010542375132,0.7418870195820708,0.8874904806494552,0.10789500108832036,0.44618243421110676,0.7386484217498431
Pacs1,0.2075893672122272,0.31681585987742494,0.48480295059480233,0.132847687463715,0.550342832459231,0.7781468311274513,-0.3404370546759416,0.12619507350031253,0.3778734725218724
Cdk2ap2,0.5765963452150671,3.1690115810692755e-6,2.861200536057552e-5,-0.29836961061462436,0.02462664450874938,0.11596598893596127,-0.278226734600444,0.03610186282296368,0.17009158817291872
Adrbk1,0.17673629259574103,0.13386661318559753,0.2590005399212855,-0.007575324681649841,0.9522424269971849,0.9808172693017507,-0.1691609679140899,0.18116607112803654,0.46518547932217946
Klc2,0.701020834323973,0.154991142045603,0.28980728378566584,-0.6519939671950721,0.2277357918286396,0.4850107967598298,-0.04902686712890093,0.9269786650148821,0.9766136654910063
Pip5k1b,-2.216120404480113,0.15937151880842645,0.2959473601753491,-0.7032133187748989,0.6509042048717287,NA,2.919333723255012,0.04590048826706055,NA
Dkk1,-0.7421678024781102,0.4623740183016231,0.6258293314393714,0.2341894293536668,0.8248309189619547,NA,0.5079783731244433,0.628019981648444,0.8483353954110053
Nudt8,-0.21303423270677496,0.14231146649152468,0.2713258670419559,-0.014719031448902605,0.9247408174512695,0.9673060501793915,0.2277532641556776,0.13995714889222277,0.4017118690353445
Rab1b,0.08582086170021161,0.47566446887401115,0.6378268560996021,0.08746821656413277,0.4978350884276922,0.7391232493041331,-0.17328907826434567,0.17929576997519445,0.46324463795390164
Doc2g,0.9659978550710713,0.0010395842546060995,0.004759824049456397,-0.7042501437842972,0.035857501518924355,0.15117903772173394,-0.2617477112867742,0.42103696174249006,0.7200520534816228
Cnih2,-0.025746394091098725,0.9652276068244215,0.981871663705611,0.014815847923408763,0.9813433634149181,0.9928227450307006,0.01093054616768996,0.9861632217947973,0.996419914478765
Yif1a,0.1193156621469203,0.41668192849997054,0.584562154040569,0.04085774537433667,0.7954709253325316,0.9140016777461897,-0.16017340752125694,0.3096419705430277,0.6229820077990177
Cbwd1,0.0071475537396960675,0.9618382266599691,0.9800038868958109,0.1324032427036051,0.4077979666977239,0.6701385102708632,-0.1395507964433018,0.38399939220048274,0.6920758513889989
Rin1,-0.1105140391700362,0.8740430502693562,0.9291180306530074,0.41658343600391573,0.5738183573810769,0.793459078993707,-0.3060693968338795,0.682898677890089,0.8743977809423633
Aldh3b1,-3.369366335308095,1.0505557060004948e-8,1.5907357283189223e-7,1.697902823039366,0.005096550546449794,0.038044294021482405,1.671463512268729,0.005813811885712395,0.04596479433108356
Asah2,-1.1372380972020746,0.18752972901089132,0.33308046247240297,-0.26284334743708654,0.7696235971600754,NA,1.400081444639161,0.1016885011487515,0.3328816405317874
Rce1,0.14849850632303477,0.07629727722724682,0.16603206835945025,0.08363573226614898,0.35253462280014713,0.6213571805163426,-0.23213423858918375,0.010055889868830869,0.0690086919318123
Slc29a2,0.15040256071524272,0.7359583014446162,0.8406929946876909,-0.8883746218361802,0.07216208650407087,0.2400103279255183,0.7379720611209372,0.11693894010531686,0.36210149003979347
Pcx,-0.9439512780333059,0.016563822635484178,0.048848962360055065,-0.28680813294195734,0.4930960151795891,0.735459939173614,1.2307594109752633,0.0027055811335087512,0.02569202247104245
Minpp1,-0.5953679415646843,1.9781535190672584e-5,1.4584608414653911e-4,0.3556200828585215,0.01683534908745533,0.0894203081044899,0.23974785870616278,0.10699497283776445,0.34319881437525324
Apba1,-0.9070817053710487,0.48228479278229,0.6435253107535195,-1.7614546461588596,0.22420511032622323,NA,2.6685363515299083,0.03706986795313659,0.1730981040882071
Papss2,-0.9223655414063124,0.1338805537067998,0.2590005399212855,-0.06844550113913653,0.915932830486906,0.9625370731635693,0.9908110425454487,0.1189248486456211,0.3661497335792092
Cpt1a,-0.19515616002327646,0.3175177825489452,0.48557553454110036,0.33136597401731155,0.1130158677163586,0.31831706126516995,-0.13620981399403512,0.5151346727522939,0.7848465286120377
Peli3,0.43830788677277704,0.6372327933094383,0.7706151012441375,0.3502410708285353,0.7350627952978419,NA,-0.7885489576013125,0.4430223015139415,0.7354405978979028
Mrpl11,-0.17718263194933265,0.19044494519639427,0.3366563037137247,0.17227032664388794,0.23392755903217713,0.4919583607439327,0.00491230530544535,0.9729255603459,0.9919214413814796
Mtl5,-2.3039952619120516,0.018844309527447225,0.05416567455378541,1.9737526276292572,0.03474546656094828,NA,0.3302426342827944,0.7297783074209965,0.8952955637571499
Mus81,-0.19383278568712586,0.08216340569259716,0.1762921648369546,0.06945909774152881,0.5611307218208994,0.7858963784537168,0.12437368794559706,0.29721308050057665,0.6098106535156462
Ppp6r3,0.07014405980797683,0.3586319650480685,0.5284863152312302,-0.07584988179565344,0.35538393772269056,0.6227548633768587,0.00570582198767661,0.9444555843587227,0.9823958659133758
Efemp2,0.8570681993855415,8.178576314174573e-4,0.003868198871297562,-0.22803941065034886,0.4123307641344171,0.6742502759025135,-0.629028788735192,0.024863660236889403,0.13156488292065913
Ctsw,-0.3239402014264076,0.013387479614561302,0.0409440226654968,0.07719309980855404,0.582547777118267,0.7980996294614444,0.24674710161785232,0.07887917356696789,0.28470604056309795
Fibp,0.4131506320574388,1.8438453721699393e-4,0.0010564225675662499,-0.17245239894744763,0.14726467110252692,0.3746943201108768,-0.2406982331099905,0.04293217200672017,0.19135227936620672
Fosl1,0.35662597403976004,0.69531679972999,0.8119485336181087,-0.9820509785044461,0.33030648557980447,NA,0.6254250044646861,0.5185652622701509,0.7868980357887927
Lrp5,0.7002553004871848,0.1470627643347051,0.2783410612529661,-0.0063721004575539785,0.9902597842527382,0.9960753700788892,-0.6938832000296308,0.18441872789335848,0.4694197461414558
Drap1,-0.09064004483890789,0.48324216310697926,0.644226995626508,0.29471132281109214,0.03287421758713381,0.1420681515459543,-0.20407127797218488,0.14138898405431383,0.4040119040149388
Smarca2,0.5908438711095565,2.033204013603481e-9,3.512717753878493e-8,-0.5741214870986366,6.303117743859198e-8,2.9699144787656563e-6,-0.016722384010920462,0.8743175297253882,0.9551165317699452
Ovol1,1.0333484015288519,0.3690049628320285,0.5391812248036715,0.2193429857229736,0.8608160684375683,NA,-1.2526913872518255,0.3377797624828526,0.6498189786647169
Vldlr,1.3892513111806095,0.4064854082125802,NA,2.429596881616865,0.17570687690165962,NA,-3.818848192797474,0.05499776925082582,NA
Rnaseh2c,0.08497270813154827,0.3400535578919141,0.5091952754781895,0.1432533851023165,0.1335083538082535,0.3533483222748142,-0.22822609323386475,0.017045622994943065,0.10097416369303681
Kat5,0.13196452306237244,0.23624000783411445,0.3930970539942411,-2.7987476079112855e-4,0.9981335831077137,0.999290392359915,-0.13168464830158194,0.27093598862619406,0.5823578114011679
Rela,-0.10007179096743377,0.556048383565739,0.7056152278195056,0.027421993898117922,0.8804109707297636,0.9466474877306453,0.07264979706931647,0.6901205484172706,0.8772973449623117
Kcnk7,-0.24739398637588525,0.08920940864256946,0.1886894156746229,0.4211549080267385,0.006181491699826008,0.043768676885516666,-0.1737609216508526,0.2636453229409638,0.5740109429508744
Ehbp1l1,-0.16524997497113064,0.25638260076207786,0.41837605203145883,0.4067809603467411,0.00911431887231376,0.0578679232934286,-0.2415309853756117,0.12185503831206682,0.3705698681938695
Fam89b,-0.07167912457426609,0.5229393276122125,0.677701031263714,0.47310155118499964,8.222661498745321e-5,0.001434477363292,-0.4014224266107336,8.580764396775976e-4,0.010439930016077438
Ltbp3,0.8562042998496283,0.42209709724653827,0.5898715129258303,-0.21607661136192857,0.8534987499783215,NA,-0.6401276884876999,0.5873720752880607,0.8292311651125563
Scyl1,-0.30001469236394035,0.019473749137692946,0.05556484942680472,0.22882272907040876,0.0958113206510262,0.28710160431736487,0.0711919632935316,0.604330075794889,0.8368305851436479
Capn1,-0.9945363515184746,2.5981044009057393e-9,4.41046762664098e-8,0.4770731583795929,0.0063978984041530166,0.04477854893139972,0.5174631931388818,0.003028003125665938,0.027921376190351177
Smc5,-0.11377794284960738,0.1464376641678992,0.2774538929457584,0.11652345979123054,0.16455812539065076,0.40033094079739606,-0.00274551694162379,0.9738616316352022,0.9922760378570336
Arl2,0.4753772011767234,9.095401279443107e-4,0.004233650540984742,-0.3202860072704522,0.03886171174635771,0.15897415310289822,-0.1550911939062718,0.3149994774034,0.6286816862529307
Men1,-0.2988034429036044,0.11474055025237234,0.23087283224635025,0.17093809320837783,0.3997903847596349,0.663211107929245,0.1278653496952272,0.5287400668442019,0.7930422028174315
Map4k2,-0.05208281045354009,0.7579071799199197,0.8554028622555929,0.10888030798840281,0.5479337624261007,0.7763302755432234,-0.05679749753486208,0.7539191044386956,0.9056333705701712
Sf1,0.013983955974133199,0.8952704676501315,0.9417370654309392,0.05001772851694366,0.6606280046125093,0.8442965052125462,-0.06400168449107557,0.574273921803547,0.8207713681615494
Rps6ka4,-0.2187019070201196,0.32306115138583624,0.4917138380960532,0.2971645027492974,0.2102009126577989,0.46231939475145317,-0.07846259572917844,0.7408495744616681,0.8995553776816428
Prdx5,0.31149411848441655,6.189167403592912e-4,0.0030437859786651283,-0.190938863098077,0.050826576061599835,0.18991584983573226,-0.1205552553863408,0.2173723614304515,0.5173001592313923
Esrra,0.2540808771032717,0.21127192216888832,0.3626801049988152,-0.2145626515946838,0.3270491089114908,0.5951183843727057,-0.039518225508587926,0.8565070565293522,0.9482434137131972
Gpr137,-0.10123601372483543,0.6709291096986376,0.796050723798728,0.11109961027165956,0.6627503618771733,0.8453654198394556,-0.0098635965468235,0.9691063217466559,0.9910489340391968
Bad,0.26590461896373924,0.026737939525460424,0.07201356504766378,-0.044640852375063565,0.7294711742509268,0.8796688510088362,-0.22126376658867633,0.08684240113272179,0.3016413298662343
Plcb3,0.02976480024118978,0.9002396633096617,0.9449114656896067,0.3061170536890189,0.22832689488317315,0.4854717473729604,-0.3358818539302087,0.1881751211346533,0.47463941555215317
Vegfb,-1.0794846540020817,9.621066389214043e-4,0.004451731028645631,0.4033005600017088,0.23347414370363517,0.4917587656135419,0.6761840940003726,0.04345585209325067,0.19308813813688858
Dnajc4,0.45365883447059663,0.0036738011560566615,0.013824789227454557,-0.17136785475354055,0.310839156673368,0.5798135211086201,-0.2822909797170554,0.09464455909810741,0.3187567618990469
